Entity1_id,Entity1_name,Entity1_type,Entity2_id,Entity2_name,Entity2_type,Evidence,Association,PD,PMIDs,Combination,MultilinkAnnotation,ClinicalAnnotation,Literature,VariantAnnotation,VipGene,Evidence score
PA267,ABCB1,Gene,PA445062,Neoplasms,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,15122075;16299241;16950614;17898703;18836089;21142915;21209234;21900104;22026922;22277678;22527101;23441093;23803057;24704000;24968986;26332828;26857783;27241063;28346387;29177570;29546524;33649523;34280009;34461232,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA267,ABCB1,Gene,PA445089,Nephrotic Syndrome,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,29615122;31588879,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA267,ABCB1,Gene,PA445113,Neutropenia,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,16950614;17510208;18221820;21142915;25989890;26244574;26857783;27168101;27402191;27564227;27845419;29177954;33649523;34280009;34988655,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA267,ABCB1,Gene,PA445187,Osteonecrosis,Disease,VariantAnnotation,ambiguous,0,18285546;36277691,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA267,ABCB1,Gene,PA445204,Ovarian Neoplasms,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,16467099;18836089;19143748;19203783;21327421;23917080;36988399,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA267,ABCB1,Gene,PA445208,Pain,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,16580900;17898703;19514130;21209234;21383334;21398039;22277678;22398969;23557865;23803057;24034787;24624916;24703092;25155932;25794200;27883323;28252574;28346387;28379874;28388599;29474345;29601950;31738228;33812699;34461232;36292717,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA267,ABCB1,Gene,PA445273,Pemphigus,Disease,VariantAnnotation,associated,0,36277691,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA267,ABCB1,Gene,PA445301,Peripheral Nervous System Diseases,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,16950614;24599932;26763541;27574448;28447211;30119132;33649523;34280009,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA267,ABCB1,Gene,PA445425,Prostatic Neoplasms,Disease,VariantAnnotation,associated,0,35880554,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA267,ABCB1,Gene,PA445437,Pruritus,Disease,VariantAnnotation,not associated,0,34871222,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA267,ABCB1,Gene,PA445451,Psoriasis,Disease,VariantAnnotation,ambiguous,0,24889923,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA267,ABCB1,Gene,PA445465,Pulmonary Embolism,Disease,VariantAnnotation,not associated,0,31854268,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA267,ABCB1,Gene,PA445522,Respiratory Insufficiency,Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,17192767;23748253;25311385,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA267,ABCB1,Gene,PA445594,Sarcoma,Disease,VariantAnnotation,associated,0,24024892,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA267,ABCB1,Gene,PA445601,Osteosarcoma,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,21887680;22016816;25007187;28525903;29791011;29938344;34346513,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA267,ABCB1,Gene,PA445742,Stomach Neoplasms,Disease,VariantAnnotation,not associated,0,25232828,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA267,ABCB1,Gene,PA445846,Thrombocytopenia,Disease,VariantAnnotation,ambiguous,0,25582575;29177954,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA267,ABCB1,Gene,PA445941,Tuberculosis,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,19686464;22162992;27045425;29036176,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA267,ABCB1,Gene,PA446108,Colorectal Neoplasms,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,20530282;20638924;21142915;23746184;24018773;27845419;29425227,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA267,ABCB1,Gene,PA446155,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,12969965;18285546;19467705;21387541;21887680;25007187;25084203;25303299;25582575;26071279;27399166;28525903;30119132;32695297;33501733;34346513;36952646,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA267,ABCB1,Gene,PA446171,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,22875622;25245580;27426203;27991849;28289867;28330783;28367681;28836054;29152138,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA267,ABCB1,Gene,PA446309,"Lymphoma, T-Cell",Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,21387541;21887680;25007187;25303299;25582575;26071279;27399166;28525903;32695297;33501733;34346513,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA267,ABCB1,Gene,PA446379,"Death, Sudden, Cardiac",Disease,VariantAnnotation,associated,0,26531821,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA267,ABCB1,Gene,PA446444,Low Back Pain,Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,31269327,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA267,ABCB1,Gene,PA446644,Adrenocortical Carcinoma,Disease,VariantAnnotation,not associated,0,23524664,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA267,ABCB1,Gene,PA446761,Arthralgia,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,27747906,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA267,ABCB1,Gene,PA446813,Gingival Overgrowth,Disease,VariantAnnotation,associated,0,18702631,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA267,ABCB1,Gene,PA446827,Hematologic Neoplasms,Disease,VariantAnnotation,not associated,0,27399166,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA267,ABCB1,Gene,PA446876,Substance-Related Disorders,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,0,15089809;23609392;26129906;29723928,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,2
PA267,ABCB1,Gene,PA446969,Venous Thrombosis,Disease,VariantAnnotation,not associated,0,31854268,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA267,ABCB1,Gene,PA446970,Postoperative Nausea and Vomiting,Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,20707787;25012726,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA267,ABCB1,Gene,PA446975,Neurotoxicity Syndromes,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,20030680;23734829;25084203;26856709;27399166,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA267,ABCB1,Gene,PA447054,Stroke,Disease,VariantAnnotation,not associated,0,27450232,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA267,ABCB1,Gene,PA447198,Autistic Disorder,Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,19997080,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA267,ABCB1,Gene,PA447199,Bipolar Disorder,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,0,15089809;23609392;26129906;26704739;29723928;29914302,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,2
PA267,ABCB1,Gene,PA447207,Depressive Disorder,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,12082591;18215618;22641028;24663076;26664259;26704739;26757307,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA267,ABCB1,Gene,PA447216,Schizophrenia,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,15089809;18718676;20195292;22722500;22909202;23609392;24026091;24589909;26129906;27456824;28696411;28919802;29723928;29914302,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA267,ABCB1,Gene,PA447278,Depression,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,12082591;15089809;16638956;17913323;18215618;21449676;22641028;23609392;24192121;26129906;26704739;29723928;32015454,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA267,ABCB1,Gene,PA447283,glomerular disease,Disease,VariantAnnotation,not associated,0,26535588,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA267,ABCB1,Gene,PA447298,venous thromboembolism,Disease,VariantAnnotation,not associated,0,29432897,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA267,ABCB1,Gene,PA447325,Coronary Restenosis,Disease,VariantAnnotation,associated,0,27464309,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA26512,NLRP3,Gene,PA446116,Inflammatory Bowel Diseases,Disease,VariantAnnotation,associated,0,28139755,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA31,ADD1,Gene,PA444797,Liver Cirrhosis,Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,21692745,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA31,ADD1,Gene,PA447288,Essential hypertension,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,10523341;11882573;12623934;14553962;18591455;19057513;23863317;9149697,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA26288,CDH15,Gene,PA446728,Disease Progression,Disease,VariantAnnotation,associated,0,31854260,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA26288,CDH15,Gene,PA447325,Coronary Restenosis,Disease,VariantAnnotation,associated,0,31854260,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA203,IRS1,Gene,PA166124406,platelet reactivity,Disease,VariantAnnotation,ambiguous,0,27005817,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA203,IRS1,Gene,PA443796,Coronary Artery Disease,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,27005817,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA203,IRS1,Gene,PA443890,"Diabetes Mellitus, Type 2",Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,27005817;28696414;32504053,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA203,IRS1,Gene,PA444570,Hypoglycemia,Disease,VariantAnnotation,not associated,0,32504053,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA203,IRS1,Gene,PA445113,Neutropenia,Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,29593529,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA203,IRS1,Gene,PA445506,Recurrence,Disease,VariantAnnotation,not associated,0,23459444,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA34337,REV3L,Gene,PA445058,Neoplasm Metastasis,Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,25372392,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA34337,REV3L,Gene,PA445451,Psoriasis,Disease,VariantAnnotation,not associated,0,27564082,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA34337,REV3L,Gene,PA445601,Osteosarcoma,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,25748439,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA166114457,lung transplantation,Disease,PA124,CYP2C19,Gene,VariantAnnotation,ambiguous,0,21038076;26982740,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA166114457,lung transplantation,Disease,PA130,CYP3A4,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,0,21903774;23557867;23588314;23778326;24052064;24444408;24522145;24628014;24658827;25141896;25271728;25287072;25588704;26067485;26521259;26770526;27314545;27653228;28044353;28050888;28229376;28342282;28603840;28704257;28945481;29160300;29256966;29318894;31513279;32843687;33512723,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,2
PA166114457,lung transplantation,Disease,PA131,CYP3A5,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,12694072;12966368;14578760;15167702;15502717;15521904;15729180;15808586;15919447;16146556;16249748;16424824;16501005;16753004;16906020;17032130;17192769;17430486;17495880;17635182;18334918;18429967;18443548;18589174;19067682;19125240;19258929;19343327;19545678;19865079;20041908;20383212;20393454;20415563;20818295;20818834;21047202;21072155;21094796;21094797;21102498;21206424;21273673;21331500;21366650;21436775;21480817;21528942;21544031;21566507;21635144;21671989;21677300;21698374;21711429;21770725;21806386;21839244;21851254;21886016;21903774;21922127;21930396;22101623;22183771;22210422;22304537;22310591;22339449;22369694;22469198;22660440;22704849;22706623;22786571;22871995;22889968;23073208;23073468;23146466;23146479;23149441;23175667;23278282;23305195;23364483;23459029;23557867;23580812;23588314;23633119;23666583;23837477;23990505;23991193;24024898;24033383;24089074;24118301;24120259;24126681;24231473;24238261;24383873;24435759;24438215;24444408;24465960;24522145;24528196;24625991;24628014;24655974;24656015;24658827;24739669;24875272;25201288;25271728;25279405;25303300;25310192;25322286;25487141;25565672;25594874;25673014;25817604;25846845;25894154;26114223;26177012;26227094;26228923;26325438;26450467;26458301;26518946;26543771;26615671;26622455;26635230;26667830;26714287;26770526;26823971;26915847;26924289;26990259;26990694;27110018;27138785;27217047;27225724;27266721;27314545;27320564;27885697;27966227;27977332;28030534;28050888;28094348;28246425;28401703;28540692;28605053;28704257;28727815;28736028;28945481;29043387;29113387;29161757;29162334;29229354;29375701;29393157;29441922;29454235;29535109;29539600;29547545;29603629;29691732;29731062;29733390;29804290;29855074;29878980;29920880;30251062;30260084;30704156;30730287;30983501;31513279;32015456;32843687;32848803;33512723,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA166114457,lung transplantation,Disease,PA134865839,SLCO1B1,Gene,VariantAnnotation,ambiguous,0,26307985;30992538,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA166114457,lung transplantation,Disease,PA29778,IL10,Gene,VariantAnnotation,ambiguous,0,28246425,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA166114457,lung transplantation,Disease,PA35844,SLCO1B3,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,30992538,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA166114457,lung transplantation,Disease,PA37183,UGT1A8,Gene,VariantAnnotation,not associated,0,30992538,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA166114457,lung transplantation,Disease,PA419,UGT1A9,Gene,VariantAnnotation,not associated,0,30992538,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA27119,CYP4B1,Gene,PA445425,Prostatic Neoplasms,Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,20038957,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA166129521,sedation,Disease,PA128,CYP2D6,Gene,VariantAnnotation,associated,0,14646691;25989235;9049581,Gene - Disease,0.0,0.5000000000000001,0.0,0.5000000000000001,0.0,1
PA166129521,sedation,Disease,PA145148868,FASTKD3,Gene,ClinicalAnnotation,associated,1,35943164,Gene - Disease,0.0,0.5000000000000001,0.0,0.5000000000000001,0.0,2
PA166129521,sedation,Disease,PA190,HNMT,Gene,VariantAnnotation,associated,0,28400155,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA166129521,sedation,Disease,PA24416,AOC1,Gene,VariantAnnotation,associated,0,28400155,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA166129521,sedation,Disease,PA27093,CYP1A2,Gene,"ClinicalAnnotation,VariantAnnotation",associated,1,21481946;23601795,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA166129521,sedation,Disease,PA29456,HRH1,Gene,"ClinicalAnnotation,VariantAnnotation",associated,1,28400155;31406237,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA166129521,sedation,Disease,PA30059,KCNK2,Gene,"ClinicalAnnotation,VariantAnnotation",associated,1,35943164,Gene - Disease,0.0,1.0000000000000002,0.0,0.5000000000000001,0.0,3
PA166129521,sedation,Disease,PA31277,MTRR,Gene,ClinicalAnnotation,associated,1,35943164,Gene - Disease,0.0,1.0000000000000002,0.0,0.5000000000000001,0.0,2
PA166129521,sedation,Disease,PA31945,OPRM1,Gene,VariantAnnotation,not associated,0,23240711,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA166129521,sedation,Disease,PA35,ADRA2A,Gene,VariantAnnotation,not associated,0,33915198,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA166129521,sedation,Disease,PA395,ABCC5,Gene,VariantAnnotation,associated,0,34464454,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA248,NFKB1,Gene,PA164925725,Toxic liver disease,Disease,VariantAnnotation,not associated,0,31664190,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA248,NFKB1,Gene,PA443622,"Carcinoma, Non-Small-Cell Lung",Disease,VariantAnnotation,not associated,0,31664190,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA248,NFKB1,Gene,PA443899,Diarrhea,Disease,VariantAnnotation,not associated,0,31664190,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA248,NFKB1,Gene,PA444109,Exanthema,Disease,VariantAnnotation,not associated,0,31664190,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA248,NFKB1,Gene,PA445113,Neutropenia,Disease,VariantAnnotation,not associated,0,29706892,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA248,NFKB1,Gene,PA445208,Pain,Disease,VariantAnnotation,associated,0,30430914,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA248,NFKB1,Gene,PA445451,Psoriasis,Disease,VariantAnnotation,associated,0,27348478,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA248,NFKB1,Gene,PA445857,Thyroid Neoplasms,Disease,VariantAnnotation,associated,0,30430914,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA248,NFKB1,Gene,PA446108,Colorectal Neoplasms,Disease,VariantAnnotation,not associated,0,29706892,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA248,NFKB1,Gene,PA447216,Schizophrenia,Disease,VariantAnnotation,associated,0,27992301,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA256,NPPA,Gene,PA166128188,systolic blood pressure,Disease,VariantAnnotation,associated,0,18212314,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA256,NPPA,Gene,PA166129560,major adverse cardiac events (mace),Disease,VariantAnnotation,associated,0,18212314,Gene - Disease,0.0,0.5000000000000001,0.0,0.5000000000000001,0.0,1
PA256,NPPA,Gene,PA443635,Cardiovascular Diseases,Disease,ClinicalAnnotation,associated,1,18212314,Gene - Disease,0.0,0.5000000000000001,0.0,0.5000000000000001,0.0,2
PA256,NPPA,Gene,PA447054,Stroke,Disease,ClinicalAnnotation,associated,1,18212314,Gene - Disease,0.0,0.5000000000000001,0.0,0.5000000000000001,0.0,2
PA192,HTR1A,Gene,PA445208,Pain,Disease,VariantAnnotation,not associated,0,21398039,Gene - Disease,0.0,0.5000000000000001,0.0,0.5000000000000001,0.0,1
PA192,HTR1A,Gene,PA446876,Substance-Related Disorders,Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,19747927,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA192,HTR1A,Gene,PA447207,Depressive Disorder,Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,18047755;18387740;18484082;19590397;19800133;21688171;23733030;25710119,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA192,HTR1A,Gene,PA447216,Schizophrenia,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,18308786;22120873;25560469;28696411;31636356,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA24842,AOX1,Gene,PA164925725,Toxic liver disease,Disease,VariantAnnotation,associated,0,22495427,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA24842,AOX1,Gene,PA444318,Gout,Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,27798726,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA24842,AOX1,Gene,PA445062,Neoplasms,Disease,VariantAnnotation,ambiguous,0,24300566,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA24842,AOX1,Gene,PA446116,Inflammatory Bowel Diseases,Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,19500084,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA28608,GCH1,Gene,PA445208,Pain,Disease,VariantAnnotation,not associated,0,21398039,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA164726680,TP53AIP1,Gene,PA445113,Neutropenia,Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,29593529,Gene - Disease,0.5000000000000001,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA444575,Hyponatremia,Disease,PA35840,SLCO2A1,Gene,"MultilinkAnnotation,VariantAnnotation",associated,0,28783044,Gene - Disease,0.5000000000000001,0.5000000000000001,0.0,1.0000000000000002,0.0,2
PA134902492,PGLYRP4,Gene,PA445451,Psoriasis,Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,27670765,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA37178,UGT1A3,Gene,PA166122649,postanesthesia apnea,Disease,VariantAnnotation,associated,0,30421550,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA37178,UGT1A3,Gene,PA444222,"Fractures, Bone",Disease,VariantAnnotation,associated,0,30421550,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA37178,UGT1A3,Gene,PA444318,Gout,Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,27798726,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA37178,UGT1A3,Gene,PA444435,Hepatitis,Disease,VariantAnnotation,not associated,0,19891553,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA37178,UGT1A3,Gene,PA444511,Hyperbilirubinemia,Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,17058217,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA37178,UGT1A3,Gene,PA445601,Osteosarcoma,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,0,29791011,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,2
PA37178,UGT1A3,Gene,PA445833,Thalassemia,Disease,VariantAnnotation,associated,0,28346059,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA37178,UGT1A3,Gene,PA445941,Tuberculosis,Disease,VariantAnnotation,not associated,0,19891553,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA37178,UGT1A3,Gene,PA446432,beta-Thalassemia,Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,27043265;27193993;28346059;30651574,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA37178,UGT1A3,Gene,PA446812,Iron Overload,Disease,VariantAnnotation,associated,0,28346059,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA37178,UGT1A3,Gene,PA447216,Schizophrenia,Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,28696411,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA79,BDKRB1,Gene,PA443796,Coronary Artery Disease,Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,20712529;27021566,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA160680212,"Lymphoma, Large B-Cell, Diffuse",Disease,PA27075,CYBA,Gene,VariantAnnotation,associated,0,19448608,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA160680212,"Lymphoma, Large B-Cell, Diffuse",Disease,PA28065,FCGR3A,Gene,VariantAnnotation,associated,0,16609067,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA160680212,"Lymphoma, Large B-Cell, Diffuse",Disease,PA31465,NCF4,Gene,VariantAnnotation,associated,0,19448608,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA160680212,"Lymphoma, Large B-Cell, Diffuse",Disease,PA420,UGT1A1,Gene,VariantAnnotation,associated,0,25055799,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA34321,REL,Gene,PA164925725,Toxic liver disease,Disease,VariantAnnotation,not associated,0,31664190,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA34321,REL,Gene,PA443434,"Arthritis, Rheumatoid",Disease,VariantAnnotation,not associated,0,23007924;25834819,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA34321,REL,Gene,PA443622,"Carcinoma, Non-Small-Cell Lung",Disease,VariantAnnotation,not associated,0,31664190,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA34321,REL,Gene,PA443899,Diarrhea,Disease,VariantAnnotation,not associated,0,31664190,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA34321,REL,Gene,PA444109,Exanthema,Disease,VariantAnnotation,not associated,0,31664190,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA36302,TACR1,Gene,PA166176306,cognitive dysfunction,Disease,VariantAnnotation,not associated,0,27247849,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA36302,TACR1,Gene,PA445048,Nausea,Disease,VariantAnnotation,not associated,0,29177570,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA36302,TACR1,Gene,PA445062,Neoplasms,Disease,VariantAnnotation,not associated,0,27247849,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA36302,TACR1,Gene,PA445208,Pain,Disease,VariantAnnotation,not associated,0,21398039,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA363,UMPS,Gene,PA443265,Adenocarcinoma,Disease,VariantAnnotation,associated,0,16818689,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
